progress,x,y
0.25625,-1004.9844283785096,-11.791132848364967
0.25675,-1007.0358080432787,-9.775020419522463
0.25725,-1009.0595460958474,-7.73491737292748
0.25775,-1011.0680350601938,-5.68001075153529
0.25825,-1013.0587979890211,-3.6052242692004226
0.25875,-1015.0387178709525,-1.510071834032807
0.25925,-1016.9969826822535,0.6070375903821198
0.25975,-1018.9308694627721,2.7467126378204503
0.26025,-1020.8407788028521,4.900581497192155
0.26075,-1022.7328526485194,7.072490889981529
0.26125,-1024.6150435087345,9.253458631917013
0.26175,-1026.4735507826117,11.459499903264263
0.26225,-1028.3165000913675,13.683499903264263
0.26275,-1030.120631730338,15.91548035292213
0.26325,-1031.911109941996,18.150172627964572
0.26375,-1033.6828508534145,20.41087923318731
0.26425,-1035.443028571455,22.694530666879064
0.26475,-1037.1897922231524,24.995446542906897
0.26525,-1038.915616595912,27.29520998376711
0.26575,-1040.6080897141917,29.602349768713346
0.26625,-1042.2796697619815,31.934769123552055
0.26675,-1043.9432750750743,34.290516119124476
0.26725,-1045.60516276922,36.65234407611373
0.26775,-1047.2373133068545,39.02895697933953
0.26825,-1048.8354053939788,41.407613720447884
0.26875,-1050.4194299715518,43.791493904779685
0.26925,-1051.987843071559,46.199404509881944
0.26975,-1053.545520868201,48.61872350629771
0.27025,-1055.086791776206,51.051474402355055
0.27075,-1056.602132277998,53.494396061341234
0.27125,-1058.1032075468152,55.946826168868114
0.27175,-1059.5847935683205,58.41380197531973
0.27225,-1061.0457570935155,60.894754958663604
0.27275,-1062.5040232225476,63.3848356038249
0.27325,-1063.9297353523348,65.88417686019162
0.27375,-1065.3428012238444,68.38932459670558
0.27425,-1066.7323437075047,70.91468829057021
0.27475,-1068.1009158137663,73.44450090916604
0.27525,-1069.453442695487,75.9795734898112
0.27575,-1070.7955718858727,78.51190982757211
0.27625,-1072.1078075489554,81.05796627918502
0.27675,-1073.3988693769124,83.62109246514328
0.27725,-1074.6777948987337,86.18888183895731
0.27775,-1075.941149353419,88.77081732282828
0.27825,-1077.1937658408742,91.36139796798957
0.27875,-1078.4142458834854,93.96771375746326
0.27925,-1079.626002155887,96.57790730585035
0.27975,-1080.8175672693874,99.18894673237365
0.28025,-1081.9883557998533,101.80922630226613
0.28075,-1083.1375314270936,104.44982845280376
0.28125,-1084.2782169109646,107.10207307645967
0.28175,-1085.4031153577985,109.75450318398657
0.28225,-1086.51285602826,112.40752026178544
0.28275,-1087.5799169601596,115.07360628329079
0.28325,-1088.6350424081884,117.73377832630155
0.28375,-1089.6808929733938,120.40772373573083
0.28425,-1090.7165784572649,123.09825599379533
0.28475,-1091.7327320871757,125.79330554049574
0.28525,-1092.7236878030783,128.49007973404414
0.28575,-1093.6952962260175,131.1841818845818
0.28625,-1094.6488066624502,133.89185605102256
0.28675,-1095.5855245323937,136.61587755639889
0.28725,-1096.5113117827777,139.33183953796572
0.28775,-1097.4263655462187,142.05255638384386
0.28825,-1098.3096182343907,144.7778278892202
0.28875,-1099.1843270157526,147.51043272792987
0.28925,-1100.0306505451645,150.25627001445736
0.28975,-1100.8712867458812,152.99946893918855
0.29025,-1101.690077068462,155.75200926176922
0.29075,-1102.5021917638023,158.5054286166079
0.29125,-1103.287142480648,161.26874313273694
0.29175,-1104.0633476777807,164.03869474564019
0.29225,-1104.8170478675343,166.81493762989066
0.29275,-1105.5627467922654,169.59655053311647
0.29325,-1106.2875541399355,172.38231397397666
0.29375,-1106.998951989398,175.17199139333152
0.29425,-1107.6891944519743,177.95904515677236
0.29475,-1108.3632625523328,180.74898601698743
0.29525,-1109.0194786301618,183.54600598626547
0.29575,-1109.6563223999278,186.3453418496431
0.29625,-1110.27854462215,189.14478270985813
0.29675,-1110.8955314975453,191.94940083130024
0.29725,-1111.4940126803408,194.76487394957982
0.29775,-1112.0574812129153,197.58862869341283
0.29825,-1112.6201280284652,200.4082581392358
0.29875,-1113.1654634099298,203.22123816995776
0.29925,-1113.6900377826896,206.04043171834488
0.29975,-1114.19922685079,208.8640069871621
0.30025,-1114.6928418179994,211.6965446881508
0.30075,-1115.1761437893256,214.53460920427983
0.30125,-1115.6408749721213,217.3733618924519
0.30175,-1116.0938929535073,220.2061485555042
0.30225,-1116.5217539366101,223.0405437167945
0.30275,-1116.9356556263183,225.88529026057333
0.30325,-1117.3376941567844,228.72569348637978
0.30375,-1117.7306511460315,231.56965585197116
0.30425,-1118.1028957696876,234.4165778949819
0.30475,-1118.4662694256015,237.2618198304658
0.30525,-1118.8093473825907,240.11436015304645
0.30575,-1119.1458348377878,242.96580101326148
0.30625,-1119.4690964865335,245.82279294874536
0.30675,-1119.7842129739886,248.6895590777776
0.30725,-1120.0745310743469,251.5566397229389
